id,title,page
18.7.8,Ensure 'Configure RPC packet level privacy setting for incoming connections' is set to 'Enabled' (Automated),605
18.7.9,Ensure 'Configure Windows protected print' is set to 'Enabled' (Automated),607
18.7.10,Ensure 'Limits print driver installation to Administrators' is set to 'Enabled' (Automated),609
18.7.11,Ensure 'Manage processing of Queue-specific files' is set to 'Enabled: Limit Queue- specific files to Color profiles' (Automated),611
18.7.12,Ensure 'Point and Print Restrictions: When installing drivers for a new connection' is set to 'Enabled: Show warning and elevation prompt' (Automated),613
18.7.13,Ensure 'Point and Print Restrictions: When updating drivers for an existing connection' is set to 'Enabled: Show warning and elevation prompt' (Automated),615
18.7.14,Ensure 'Require IPPS for IPP printers' is set to 'Enabled' (Automated),617
18.7.15,Ensure 'Set TLS/SSL security policy for IPP printers: Disallow invalid certificate authority' is set to 'Enabled: Checked' (Automated),619
18.7.16,Ensure 'Set TLS/SSL security policy for IPP printers: Disallow non-server certificates' is set to 'Enabled: Checked' (Automated),621
18.7.17,Ensure 'Set TLS/SSL security policy for IPP printers: Disallow invalid certificate common name' is set to 'Enabled: Checked' (Automated),623
18.7.18,Ensure 'Set TLS/SSL security policy for IPP printers: Disallow invalid certificate date' is set to 'Enabled: Checked' (Automated),625
18.8,Start Menu and Taskbar,627
18.8.1,Notifications,628
18.8.1.1,Ensure 'Turn off notifications network usage' is set to 'Enabled' (Automated),629
18.9,System,631
18.9.1,Access-Denied Assistance,631
18.9.2,App-V,631
18.9.3,Audit Process Creation,632
18.9.3.1,Ensure 'Include command line in process creation events' is set to 'Enabled' (Automated),633
18.9.4,Credentials Delegation,635
18.9.4.1,Ensure 'Encryption Oracle Remediation' is set to 'Enabled: Force Updated Clients' (Automated),636
18.9.4.2,Ensure 'Remote host allows delegation of non-exportable credentials' is set to 'Enabled' (Automated),638
18.9.5,Device Guard,640
18.9.5.1,Ensure 'Turn On Virtualization Based Security' is set to 'Enabled' (Automated),641
18.9.5.2,Ensure 'Turn On Virtualization Based Security: Select Platform Security Level' is set to 'Secure Boot' or higher (Automated),643
18.9.5.3,Ensure 'Turn On Virtualization Based Security: Virtualization Based Protection of Code Integrity' is set to 'Enabled with UEFI lock' (Automated),645
18.9.5.4,Ensure 'Turn On Virtualization Based Security: Require UEFI Memory Attributes Table' is set to 'True (checked)' (Automated),647
18.9.5.5,Ensure 'Turn On Virtualization Based Security: Credential Guard Configuration' is set to 'Enabled with UEFI lock' (MS Only) (Automated),649
18.9.5.6,Ensure 'Turn On Virtualization Based Security: Credential Guard Configuration' is set to 'Disabled' (DC Only) (Automated),652
18.9.5.7,Ensure 'Turn On Virtualization Based Security: Secure Launch Configuration' is set to 'Enabled' (Automated),654
18.9.6,Device Health Attestation Service,656
18.9.7,Device Installation,656
18.9.7.1,Device Installation Restrictions,657
18.9.7.2,Ensure 'Prevent automatic download of applications associated with device metadata' is set to 'Enabled' (Automated),658
18.9.8,Disk NV Cache,660
18.9.9,Disk Quotas,660
18.9.10,Display,660
18.9.11,Distributed COM,660
18.9.12,Driver Installation,660
18.9.13,Early Launch Antimalware,661
18.9.13.1,"Ensure 'Boot-Start Driver Initialization Policy' is set to 'Enabled: Good, unknown and bad but critical' (Automated)",662
18.9.14,Enhanced Storage Access,664
18.9.15,File Classification Infrastructure,664
18.9.16,File Share Shadow Copy Provider,664
18.9.17,Filesystem (formerly NTFS Filesystem),665
18.9.17.1,Ensure 'Enable / disable CLFS logfile authentication' is set to 'Enabled' (Automated),666
18.9.18,Folder Redirection,668
18.9.19,Group Policy,668
18.9.19.1,Logging and tracing,669
18.9.19.2,Ensure 'Configure security policy processing: Do not apply during periodic background processing' is set to 'Enabled: FALSE' (Automated),670
18.9.19.3,Ensure 'Configure security policy processing: Process even if the Group Policy objects have not changed' is set to 'Enabled: TRUE' (Automated),672
18.9.19.4,Ensure 'Continue experiences on this device' is set to 'Disabled' (Automated),674
18.9.19.5,Ensure 'Turn off background refresh of Group Policy' is set to 'Disabled' (Automated),676
18.9.20,Internet Communication Management,678
18.9.20.1,Internet Communication settings,679
18.9.20.1.1,Ensure 'Turn off downloading of print drivers over HTTP' is set to 'Enabled' (Automated),680
18.9.20.1.2,Ensure 'Turn off handwriting personalization data sharing' is set to 'Enabled' (Automated),682
18.9.20.1.3,Ensure 'Turn off handwriting recognition error reporting' is set to 'Enabled' (Automated),684
18.9.20.1.4,Ensure 'Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com' is set to 'Enabled' (Automated),686
18.9.20.1.5,Ensure 'Turn off Internet download for Web publishing and online ordering wizards' is set to 'Enabled' (Automated),688
18.9.20.1.6,Ensure 'Turn off printing over HTTP' is set to 'Enabled' (Automated),690
18.9.20.1.7,Ensure 'Turn off Registration if URL connection is referring to Microsoft.com' is set to 'Enabled' (Automated),692
18.9.20.1.8,Ensure 'Turn off Search Companion content file updates' is set to 'Enabled' (Automated),694
18.9.20.1.9,"Ensure 'Turn off the ""Order Prints"" picture task' is set to 'Enabled' (Automated) 696",
18.9.20.1.10,"Ensure 'Turn off the ""Publish to Web"" task for files and folders' is set to 'Enabled' (Automated)",698
18.9.20.1.11,Ensure 'Turn off the Windows Messenger Customer Experience Improvement Program' is set to 'Enabled' (Automated),700
18.9.20.1.12,Ensure 'Turn off Windows Customer Experience Improvement Program' is set to 'Enabled' (Automated),702
18.9.20.1.13,Ensure 'Turn off Windows Error Reporting' is set to 'Enabled' (Automated),704
18.9.21,iSCSI,706
18.9.22,KDC,706
18.9.23,Kerberos,707
18.9.23.1,Ensure 'Support device authentication using certificate' is set to 'Enabled: Automatic' (Automated),708
18.9.24,Kernel DMA Protection,710
18.9.24.1,Ensure 'Enumeration policy for external devices incompatible with Kernel DMA Protection' is set to 'Enabled: Block All' (Automated),711
18.9.25,Keyboard Filter,713
18.9.26,LAPS,714
18.9.26.1,Ensure 'Configure password backup directory' is set to 'Enabled: Active Directory' or 'Enabled: Azure Active Directory' (Automated),715
18.9.26.2,Ensure 'Do not allow password expiration time longer than required by policy' is set to 'Enabled' (Automated),717
18.9.26.3,Ensure 'Enable password encryption' is set to 'Enabled' (Automated),719
18.9.26.4,Ensure 'Password Settings: Password Complexity' is set to 'Enabled: Large letters + small letters + numbers + special characters' or 'Passphrase' (Automated),721
18.9.26.5,Ensure 'Password Settings: Password Length' is set to 'Enabled: 15 or more' (Automated),724
18.9.26.6,Ensure 'Password Settings: Password Age (Days)' is set to 'Enabled: 30 or fewer' (Automated),727
18.9.26.7,"Ensure 'Post-authentication actions: Grace period (hours)' is set to 'Enabled: 8 or fewer hours, but not 0' (Automated)",729
18.9.26.8,Ensure 'Post-authentication actions: Actions' is set to 'Enabled: Reset the password and logoff the managed account' or higher (Automated),731
18.9.27,Local Security Authority,734
18.9.27.1,Ensure 'Allow Custom SSPs and APs to be loaded into LSASS' is set to 'Disabled' (DC only) (Automated),735
18.9.27.2,Ensure 'Configures LSASS to run as a protected process' is set to 'Enabled: Enabled with UEFI Lock' (Automated),737
18.9.28,Locale Services,740
18.9.28.1,Ensure 'Disallow copying of user input methods to the system account for sign-in' is set to 'Enabled' (Automated),741
18.9.29,Logon,743
18.9.29.1,Ensure 'Block user from showing account details on sign-in' is set to 'Enabled' (Automated),744
18.9.29.2,Ensure 'Do not display network selection UI' is set to 'Enabled' (Automated),746
18.9.29.3,Ensure 'Do not enumerate connected users on domain-joined computers' is set to 'Enabled' (Automated),748
18.9.29.4,Ensure 'Enumerate local users on domain-joined computers' is set to 'Disabled' (MS only) (Automated),750
18.9.29.5,Ensure 'Turn off app notifications on the lock screen' is set to 'Enabled' (Automated),752
18.9.29.6,Ensure 'Turn on convenience PIN sign-in' is set to 'Disabled' (Automated),754
18.9.30,Mitigation Options,756
18.9.31,Net Logon,756
18.9.31.1,DC Locator DNS Records,757
18.9.31.1.1,Ensure 'Block NetBIOS-based discovery for domain controller location' is set to 'Enabled' (Automated),758
18.9.32,NTLM,760
18.9.33,OS Policies,761
18.9.33.1,Ensure 'Allow Clipboard synchronization across devices' is set to 'Disabled' (Automated),762
18.9.33.2,Ensure 'Allow upload of User Activities' is set to 'Disabled' (Automated),764
18.9.34,PIN Complexity,766
18.9.35,Power Management,766
18.9.35.1,Button Settings,766
18.9.35.2,Energy Saver Settings,766
18.9.35.3,Hard Disk Settings,766
18.9.35.4,Notification Settings,766
18.9.35.5,Power Throttling Settings,767
18.9.35.6,Sleep Settings,768
18.9.35.6.1,Ensure 'Allow network connectivity during connected-standby (on battery)' is set to 'Disabled' (Automated),769
18.9.35.6.2,Ensure 'Allow network connectivity during connected-standby (plugged in)' is set to 'Disabled' (Automated),771
18.9.35.6.3,Ensure 'Require a password when a computer wakes (on battery)' is set to 'Enabled' (Automated),773
18.9.35.6.4,Ensure 'Require a password when a computer wakes (plugged in)' is set to 'Enabled' (Automated),775
18.9.36,Recovery,777
18.9.37,Remote Assistance,778
18.9.37.1,Ensure 'Configure Offer Remote Assistance' is set to 'Disabled' (Automated),779
18.9.37.2,Ensure 'Configure Solicited Remote Assistance' is set to 'Disabled' (Automated) . 781,
18.9.38,Remote Procedure Call,783
18.9.38.1,Ensure 'Enable RPC Endpoint Mapper Client Authentication' is set to 'Enabled' (MS only) (Automated),784
18.9.38.2,Ensure 'Restrict Unauthenticated RPC clients' is set to 'Enabled: Authenticated' (MS only) (Automated),786
18.9.39,Removable Storage Access,788
18.9.40,Scripts,788
18.9.41,Security Account Manager,789
18.9.41.1,Ensure 'Configure validation of ROCA-vulnerable WHfB keys during authentication' is set to 'Enabled: Block' (DC only) (Automated),790
18.9.41.2,Ensure 'Configure SAM change password RPC methods policy' is set to 'Enabled: Allow strong encryption change password RPC method only' (DC only) (Automated),792
18.9.41.3,Ensure 'Configure SAM change password RPC methods policy' is set to 'Enabled: Block all change password RPC methods' (MS only) (Automated),794
18.9.42,Server Manager,796
18.9.43,Service Control Manager Settings,796
18.9.44,Shutdown,796
18.9.45,Shutdown Options,796
18.9.46,Storage Health,796
18.9.47,Storage Sense,797
18.9.48,System Restore,797
18.9.49,Troubleshooting and Diagnostics,797
18.9.49.1,Application Compatibility Diagnostics,797
18.9.49.2,Corrupted File Recovery,797
18.9.49.3,Disk Diagnostic,798
18.9.49.4,Fault Tolerant Heap,798
18.9.49.5,Microsoft Support Diagnostic Tool,799
18.9.49.5.1,Ensure 'Microsoft Support Diagnostic Tool: Turn on MSDT interactive communication with support provider' is set to 'Disabled' (Automated),800
18.9.49.6,MSI Corrupted File Recovery,802
18.9.49.7,Scheduled Maintenance,802
18.9.49.8,Scripted Diagnostics,802
18.9.49.9,Windows Boot Performance Diagnostics,802
18.9.49.10,Windows Memory Leak Diagnosis,802
18.9.49.11,Windows Performance PerfTrack,803
18.9.49.11.1,Ensure 'Enable/Disable PerfTrack' is set to 'Disabled' (Automated),804
18.9.50,Trusted Platform Module Services,806
18.9.51,User Profiles,807
18.9.51.1,Ensure 'Turn off the advertising ID' is set to 'Enabled' (Automated),808
18.9.52,Windows File Protection,810
18.9.53,Windows Time Service,810
18.9.53.1,Time Providers,811
18.9.53.1.1,Ensure 'Enable Windows NTP Client' is set to 'Enabled' (Automated),812
18.9.53.1.2,Ensure 'Enable Windows NTP Server' is set to 'Disabled' (MS only) (Automated),814
18.10,Windows Components,816
18.10.1,ActiveX Installer Service,816
18.10.2,Add features to Windows 10 (formerly Windows Anytime Upgrade),816
18.10.3,App and Device Inventory,816
18.10.4,App Package Deployment,817
18.10.4.1,Ensure 'Allow a Windows app to share application data between users' is set to 'Disabled' (Automated),818
18.10.4.2,Ensure 'Not allow per-user unsigned packages to install by default (requires explicitly allow per install)' is set to 'Enabled' (Automated),820
18.10.5,App Privacy,822
18.10.6,App runtime,823
18.10.6.1,Ensure 'Allow Microsoft accounts to be optional' is set to 'Enabled' (Automated) . 824,
18.10.7,Application Compatibility,826
18.10.8,AutoPlay Policies,827
18.10.8.1,Ensure 'Disallow Autoplay for non-volume devices' is set to 'Enabled' (Automated),828
18.10.8.2,Ensure 'Set the default behavior for AutoRun' is set to 'Enabled: Do not execute any autorun commands' (Automated),830
18.10.8.3,Ensure 'Turn off Autoplay' is set to 'Enabled: All drives' (Automated),832
18.10.9,Biometrics,834
18.10.9.1,Facial Features,835
18.10.9.1.1,Ensure 'Configure enhanced anti-spoofing' is set to 'Enabled' (Automated),836
18.10.10,BitLocker Drive Encryption,838
18.10.11,Camera,839
18.10.11.1,Ensure 'Allow Use of Camera' is set to 'Disabled' (Automated),840
18.10.12,Chat,842
18.10.13,Cloud Content,843
18.10.13.1,Ensure 'Turn off cloud consumer account state content' is set to 'Enabled' (Automated),844
18.10.13.2,Ensure 'Turn off cloud optimized content' is set to 'Enabled' (Automated),846
18.10.14,Connect,848
18.10.14.1,Ensure 'Require pin for pairing' is set to 'Enabled: First Time' OR 'Enabled: Always' (Automated),849
18.10.15,Credential User Interface,851
18.10.15.1,Ensure 'Do not display the password reveal button' is set to 'Enabled' (Automated),852
18.10.15.2,Ensure 'Enumerate administrator accounts on elevation' is set to 'Disabled' (Automated),854
18.10.16,Data Collection and Preview Builds,856
18.10.16.1,Ensure 'Allow Diagnostic Data' is set to 'Enabled: Diagnostic data off (not recommended)' or 'Enabled: Send required diagnostic data' (Automated),857
18.10.16.2,Ensure 'Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service' is set to 'Enabled: Disable Authenticated Proxy usage' (Automated) 860,
18.10.16.3,Ensure 'Do not show feedback notifications' is set to 'Enabled' (Automated),862
18.10.16.4,Ensure 'Enable OneSettings Auditing' is set to 'Enabled' (Automated),864
18.10.16.5,Ensure 'Limit Diagnostic Log Collection' is set to 'Enabled' (Automated),866
18.10.16.6,Ensure 'Limit Dump Collection' is set to 'Enabled' (Automated),868
18.10.17,Delivery Optimization,870
18.10.18,Desktop App Installer,871
18.10.18.1,Ensure 'Enable App Installer' is set to 'Disabled' (Automated),872
18.10.18.2,Ensure 'Enable App Installer Experimental Features' is set to 'Disabled' (Automated),874
18.10.18.3,Ensure 'Enable App Installer Hash Override' is set to 'Disabled' (Automated),876
18.10.18.4,Ensure 'Enable App Installer Local Archive Malware Scan Override' is set to 'Disabled' (Automated),878
18.10.18.5,Ensure 'Enable App Installer ms-appinstaller protocol' is set to 'Disabled' (Automated),880
18.10.18.6,Ensure 'Enable App Installer Microsoft Store Source Certificate Validation Bypass' is set to 'Disabled' (Automated),882
18.10.18.7,Ensure 'Enable Windows Package Manager command line interfaces' is set to 'Disabled' (Automated),884
18.10.19,Desktop Gadgets,886
18.10.20,Desktop Window Manager,886
18.10.21,Device and Driver Compatibility,886
18.10.22,Device Registration (formerly Workplace Join),886
18.10.23,Digital Locker,886
18.10.24,Edge UI,887
18.10.25,Event Forwarding,887
18.10.26,Event Log Service,887
18.10.26.1,Application,888
18.10.26.1.1,Ensure 'Application: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled' (Automated),889
18.10.26.1.2,"Ensure 'Application: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater' (Automated)",891
18.10.26.2,Security,893
18.10.26.2.1,Ensure 'Security: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled' (Automated),894
18.10.26.2.2,"Ensure 'Security: Specify the maximum log file size (KB)' is set to 'Enabled: 196,608 or greater' (Automated)",896
18.10.26.3,Setup,898
18.10.26.3.1,Ensure 'Setup: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled' (Automated),899
18.10.26.3.2,"Ensure 'Setup: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater' (Automated)",901
18.10.26.4,System,903
18.10.26.4.1,Ensure 'System: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled' (Automated),904
18.10.26.4.2,"Ensure 'System: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater' (Automated)",906
18.10.27,Event Logging,908
18.10.28,Event Viewer,908
18.10.29,File Explorer (formerly Windows Explorer),908
18.10.29.1,Previous Versions,909
18.10.29.2,Ensure 'Do not apply the Mark of the Web tag to files copied from insecure sources' is set to 'Disabled' (Automated),910
18.10.29.3,Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled' (Automated),912
18.10.29.4,Ensure 'Turn off heap termination on corruption' is set to 'Disabled' (Automated),914
18.10.29.5,Ensure 'Turn off shell protocol protected mode' is set to 'Disabled' (Automated) 916,
18.10.30,File History,918
18.10.31,Find My Device,918
18.10.32,Handwriting,918
18.10.33,HomeGroup,918
18.10.34,Human Presence,918
18.10.35,Internet Explorer,919
18.10.36,Location and Sensors,920
18.10.36.1,Ensure 'Turn off location' is set to 'Enabled' (Automated),921
18.10.37,Maintenance Scheduler,923
18.10.38,Maps,923
18.10.39,MDM,923
18.10.40,Messaging,924
18.10.40.1,Ensure 'Allow Message Service Cloud Sync' is set to 'Disabled' (Automated),925
18.10.41,Microsoft account,927
18.10.41.1,Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled' (Automated),928
18.10.42,Microsoft Defender Antivirus (formerly Windows Defender and Windows Defender Antivirus),930
18.10.42.1,Client Interface,930
18.10.42.2,Device Control,930
18.10.42.3,Exclusions,930
18.10.42.4,Features,931
18.10.42.4.1,Ensure 'Enable EDR in block mode' is set to 'Enabled' (Automated),932
18.10.42.5,MAPS,934
18.10.42.5.1,Ensure 'Configure local setting override for reporting to Microsoft MAPS' is set to 'Disabled' (Automated),935
18.10.42.5.2,Ensure 'Join Microsoft MAPS' is set to 'Enabled: Advanced' (Automated),937
18.10.42.6,Microsoft Defender Exploit Guard (formerly Windows Defender Exploit Guard) 939,
18.10.42.6.1,Attack Surface Reduction,940
18.10.42.6.1.1,Ensure 'Configure Attack Surface Reduction rules' is set to 'Enabled' (Automated),941
18.10.42.6.1.2,Ensure 'Configure Attack Surface Reduction rules: Set the state for each ASR rule' is configured (Automated),943
18.10.42.6.2,Controlled Folder Access,947
18.10.42.6.3,Network Protection,948
18.10.42.6.3.1,Ensure 'Prevent users and apps from accessing dangerous websites' is set to 'Enabled: Block' (Automated),949
18.10.42.7,MpEngine,951
18.10.42.7.1,Ensure 'Enable file hash computation feature' is set to 'Enabled' (Automated) 952,
18.10.42.8,Network Inspection System,954
18.10.42.8.1,Ensure 'Convert warn verdict to block' is set to 'Enabled' (Automated),955
18.10.42.9,Quarantine,957
18.10.42.10,Real-time Protection,958
18.10.42.10.1,Ensure 'Configure real-time protection and Security Intelligence Updates during OOBE' is set to 'Enabled' (Automated),959
18.10.42.10.2,Ensure 'Scan all downloaded files and attachments' is set to 'Enabled' (Automated),961
18.10.42.10.3,Ensure 'Turn off real-time protection' is set to 'Disabled' (Automated),963
18.10.42.10.4,Ensure 'Turn on behavior monitoring' is set to 'Enabled' (Automated),965
18.10.42.10.5,Ensure 'Turn on script scanning' is set to 'Enabled' (Automated),967
18.10.42.11,Remediation,969
18.10.42.11.1,Behavioral Network Blocks,969
18.10.42.11.1.1,Brute-Force Protection,970
18.10.42.11.1.1.1,Ensure 'Configure Brute-Force Protection aggressiveness' is set to 'Enabled: Medium' or higher (Automated),971
18.10.42.11.1.1.2,Ensure 'Configure Remote Encryption Protection Mode' is set to 'Enabled: Audit' or higher (Automated),973
18.10.42.11.1.2,Remote Encryption Protection,975
18.10.42.11.1.2.1,Ensure 'Configure how aggressively Remote Encryption Protection blocks threats' is set to 'Enabled: Medium' or higher (Automated),976
18.10.42.12,Reporting,978
18.10.42.12.1,Ensure 'Configure Watson events' is set to 'Disabled' (Automated),979
18.10.42.13,Scan,981
18.10.42.13.1,Ensure 'Scan excluded files and directories during quick scans' is set to 'Enabled: 1' (Automated),982
18.10.42.13.2,Ensure 'Scan packed executables' is set to 'Enabled' (Automated),984
18.10.42.13.3,Ensure 'Scan removable drives' is set to 'Enabled' (Automated),986
18.10.42.13.4,Ensure 'Trigger a quick scan after X days without any scans' is set to 'Enabled: 7' (Automated),988
18.10.42.13.5,Ensure 'Turn on e-mail scanning' is set to 'Enabled' (Automated),990
18.10.42.14,Security Intelligence Updates (formerly Signature Updates),992
18.10.42.15,Threats,993
18.10.42.16,Ensure 'Configure detection for potentially unwanted applications' is set to 'Enabled: Block' (Automated),994
18.10.42.17,Ensure 'Control whether exclusions are visible to local users' is set to 'Enabled' (Automated),996
18.10.43,Microsoft Defender Application Guard (formerly Windows Defender Application Guard),998
18.10.44,Microsoft Defender Exploit Guard (formerly Windows Defender Exploit Guard),998
18.10.45,Microsoft Edge,998
18.10.46,Microsoft Secondary Authentication Factor,999
18.10.47,Microsoft User Experience Virtualization,999
18.10.48,NetMeeting,999
18.10.49,News and interests,999
18.10.50,OneDrive (formerly SkyDrive),999
18.10.51,Online Assistance,1000
18.10.52,OOBE,1000
18.10.53,Paint,1000
18.10.54,Portable Operating System,1000
18.10.55,Presentation Settings,1000
18.10.56,Push To Install,1001
18.10.56.1,Ensure 'Turn off Push To Install service' is set to 'Enabled' (Automated),1002
18.10.57,Remote Desktop Services (formerly Terminal Services),1004
18.10.57.1,RD Licensing (formerly TS Licensing),1004
18.10.57.2,Remote Desktop Connection Client,1004
18.10.57.2.1,RemoteFX USB Device Redirection,1005
18.10.57.2.2,Ensure 'Do not allow passwords to be saved' is set to 'Enabled' (Automated)1006,
18.10.57.3,Remote Desktop Session Host (formerly Terminal Server),1008
18.10.57.3.1,Application Compatibility,1008
18.10.57.3.2,Connections,1009
18.10.57.3.2.1,Ensure 'Restrict Remote Desktop Services users to a single Remote Desktop Services session' is set to 'Enabled' (Automated),1010
18.10.57.3.3,Device and Resource Redirection,1012
18.10.57.3.3.1,Ensure 'Allow UI Automation redirection' is set to 'Disabled' (Automated),1013
18.10.57.3.3.2,Ensure 'Do not allow COM port redirection' is set to 'Enabled' (Automated) 1015,
18.10.57.3.3.3,Ensure 'Do not allow drive redirection' is set to 'Enabled' (Automated),1017
18.10.57.3.3.4,Ensure 'Do not allow location redirection' is set to 'Enabled' (Automated),1019
18.10.57.3.3.5,Ensure 'Do not allow LPT port redirection' is set to 'Enabled' (Automated) . 1021,
18.10.57.3.3.6,Ensure 'Do not allow supported Plug and Play device redirection' is set to 'Enabled' (Automated),1023
18.10.57.3.3.7,Ensure 'Do not allow WebAuthn redirection' is set to 'Enabled' (Automated),1025
18.10.57.3.3.8,Ensure 'Restrict clipboard transfer from server to client' is set to 'Enabled: Disable clipboard transfers from server to client' (Automated),1027
18.10.57.3.4,Licensing,1029
18.10.57.3.5,Printer Redirection,1029
18.10.57.3.6,Profiles,1029
18.10.57.3.7,RD Connection Broker (formerly TS Connection Broker),1029
18.10.57.3.8,Remote Session Environment,1029
18.10.57.3.9,Security,1030
18.10.57.3.9.1,Ensure 'Always prompt for password upon connection' is set to 'Enabled' (Automated),1031
18.10.57.3.9.2,Ensure 'Require secure RPC communication' is set to 'Enabled' (Automated),1033
18.10.57.3.9.3,Ensure 'Require use of specific security layer for remote (RDP) connections' is set to 'Enabled: SSL' (Automated),1035
18.10.57.3.9.4,Ensure 'Require user authentication for remote connections by using Network Level Authentication' is set to 'Enabled' (Automated),1037
18.10.57.3.9.5,Ensure 'Set client connection encryption level' is set to 'Enabled: High Level' (Automated),1039
18.10.57.3.10,Session Time Limits,1041
18.10.57.3.10.1,"Ensure 'Set time limit for active but idle Remote Desktop Services sessions' is set to 'Enabled: 15 minutes or less, but not Never (0)' (Automated)",1042
18.10.57.3.10.2,Ensure 'Set time limit for disconnected sessions' is set to 'Enabled: 1 minute' (Automated),1044
18.10.57.3.11,Temporary folders,1046
18.10.57.3.11.1,Ensure 'Do not delete temp folders upon exit' is set to 'Disabled' (Automated),1047
18.10.57.3.11.2,Ensure 'Do not use temporary folders per session' is set to 'Disabled' (Automated),1049
18.10.58,RSS Feeds,1051
18.10.58.1,Ensure 'Prevent downloading of enclosures' is set to 'Enabled' (Automated),1052
18.10.59,Search,1054
18.10.59.1,OCR,1055
18.10.59.2,Ensure 'Allow Cloud Search' is set to 'Enabled: Disable Cloud Search' (Automated),1056
18.10.59.3,Ensure 'Allow indexing of encrypted files' is set to 'Disabled' (Automated),1058
18.10.59.4,Ensure 'Allow search highlights' is set to 'Disabled' (Automated),1060
18.10.60,Security Center,1062
18.10.61,Shutdown Options,1062
18.10.62,Smart Card,1062
18.10.63,Software Protection Platform,1063
18.10.63.1,Ensure 'Turn off KMS Client Online AVS Validation' is set to 'Enabled' (Automated),1064
18.10.64,Sound Recorder,1066
18.10.65,Speech,1066
18.10.66,Store,1066
18.10.67,Sync your settings,1066
18.10.68,Tablet PC,1066
18.10.69,Task Scheduler,1067
18.10.70,Tenant Restrictions,1067
18.10.71,Text Input,1067
18.10.72,Widgets,1067
18.10.73,Windows AI,1067
18.10.74,Windows Calendar,1068
18.10.75,Windows Color System,1068
18.10.76,Windows Customer Experience Improvement Program,1068
18.10.77,Windows Defender SmartScreen,1068
18.10.77.1,Enhanced Phishing Protection,1068
18.10.77.2,Explorer,1069
18.10.77.2.1,Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass' (Automated),1070
18.10.78,Windows Error Reporting,1072
18.10.79,Windows Game Recording and Broadcasting,1072
18.10.80,Windows Hello for Business (formerly Microsoft Passport for Work),1072
18.10.81,Windows Ink Workspace,1073
18.10.81.1,Ensure 'Allow suggested apps in Windows Ink Workspace' is set to 'Disabled' (Automated),1074
18.10.81.2,"Ensure 'Allow Windows Ink Workspace' is set to 'Enabled: On, but disallow access above lock' OR 'Enabled: Disabled' (Automated)",1076
18.10.82,Windows Installer,1078
18.10.82.1,Ensure 'Allow user control over installs' is set to 'Disabled' (Automated),1079
18.10.82.2,Ensure 'Always install with elevated privileges' is set to 'Disabled' (Automated)1081,
18.10.82.3,Ensure 'Prevent Internet Explorer security prompt for Windows Installer scripts' is set to 'Disabled' (Automated),1083
18.10.83,Windows Logon Options,1085
18.10.83.1,Ensure 'Configure the transmission of the user's password in the content of MPR notifications sent by winlogon.' is set to 'Disabled' (Automated),1086
18.10.83.2,Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled' (Automated),1088
18.10.84,Windows Media Digital Rights Management,1090
18.10.85,Windows Media Player,1090
18.10.86,Windows Messenger,1090
18.10.87,Windows Mobility Center,1090
18.10.88,Windows PowerShell,1091
18.10.88.1,Ensure 'Turn on PowerShell Script Block Logging' is set to 'Enabled' (Automated),1092
18.10.88.2,Ensure 'Turn on PowerShell Transcription' is set to 'Enabled' (Automated),1094
18.10.89,Windows Reliability Analysis,1096
18.10.90,Windows Remote Management (WinRM),1096
18.10.90.1,WinRM Client,1097
18.10.90.1.1,Ensure 'Allow Basic authentication' is set to 'Disabled' (Automated),1098
18.10.90.1.2,Ensure 'Allow unencrypted traffic' is set to 'Disabled' (Automated),1100
18.10.90.1.3,Ensure 'Disallow Digest authentication' is set to 'Enabled' (Automated),1102
18.10.90.2,WinRM Service,1104
18.10.90.2.1,Ensure 'Allow Basic authentication' is set to 'Disabled' (Automated),1105
18.10.90.2.2,Ensure 'Allow remote server management through WinRM' is set to 'Disabled' (Automated),1107
18.10.90.2.3,Ensure 'Allow unencrypted traffic' is set to 'Disabled' (Automated),1109
18.10.90.2.4,Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled' (Automated),1111
18.10.91,Windows Remote Shell,1113
18.10.91.1,Ensure 'Allow Remote Shell Access' is set to 'Disabled' (Automated),1114
18.10.92,Windows Sandbox,1116
18.10.93,Windows Security (formerly Windows Defender Security Center),1116
18.10.93.1,Account protection,1116
18.10.93.2,App and browser protection,1117
18.10.93.2.1,Ensure 'Prevent users from modifying settings' is set to 'Enabled' (Automated),1118
18.10.94,Windows Update,1120
18.10.94.1,Legacy Policies,1121
18.10.94.1.1,Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled' (Automated),1122
18.10.94.2,Manage end user experience,1124
